payload,payload_len,alpha,non_alpha,attack_feature,label
iza,3,100.0,0.0,0.0,0
brunhild,8,100.0,0.0,0.0,0
te3496,6,100.0,0.0,0.0,0
martinn%20sampayo,15,100.0,0.0,0.0,0
allaert%40chicasdiabolo.ru,24,100.0,0.0,0.0,0
63974696n,9,100.0,0.0,0.0,0
calle%20plantio%2C%20178%2C,19,100.0,0.0,0.0,0
fla,3,100.0,0.0,0.0,0
50629,5,100.0,0.0,0.0,0
benning,7,100.0,0.0,0.0,0
demostrar,9,100.0,0.0,0.0,0
6212,4,100.0,0.0,0.0,0
sask,4,100.0,0.0,0.0,0
refriega,8,100.0,0.0,0.0,0
isidoro,7,100.0,0.0,0.0,0
rudie%40deuxmanagement.jo,23,100.0,0.0,0.0,0
06918701w,9,100.0,0.0,0.0,0
calle%20la%20caldera%2C%2076%2011-c,25,100.0,0.0,0.0,0
guilas,6,100.0,0.0,0.0,0
4.89877E+15,16,68.75,31.25,45.45454545454545,0
lap,3,100.0,0.0,0.0,0
ramblizo,8,100.0,0.0,0.0,0
42287106l,9,100.0,0.0,0.0,0
calle%20beato%20tomas%20de%20zumarraga%2C%2089%2012-c,39,100.0,0.0,0.0,0
8.04302E+15,16,68.75,31.25,45.45454545454545,0
olsen,5,100.0,0.0,0.0,0
5urgui8a,8,100.0,0.0,0.0,0
6087,4,100.0,0.0,0.0,0
spindler1,9,100.0,0.0,0.0,0
trincha-32r1,12,100.0,0.0,0.0,0
stoeckel%40hacia.sa,17,100.0,0.0,0.0,0
08363269d,9,100.0,0.0,0.0,0
alqueria%20de%20pixarroda%2C%2027,25,100.0,0.0,0.0,0
tossa%20de%20mar,12,100.0,0.0,0.0,0
2.77189E+14,16,68.75,31.25,45.45454545454545,0
dotan,5,100.0,0.0,0.0,0
rescisorio,10,100.0,0.0,0.0,0
terribas,8,100.0,0.0,0.0,0
leftwich%40sms24h.sb,18,100.0,0.0,0.0,0
valdemaluque,12,100.0,0.0,0.0,0
12232,5,100.0,0.0,0.0,0
5.58043E+15,16,68.75,31.25,45.45454545454545,0
masahiro,8,100.0,0.0,0.0,0
comba,5,100.0,0.0,0.0,0
1140,4,100.0,0.0,0.0,0
humfrey,7,100.0,0.0,0.0,0
e23i6gulo,9,100.0,0.0,0.0,0
nicolo,6,100.0,0.0,0.0,0
brines%20grimalda,15,100.0,0.0,0.0,0
floor%40aebo.af,13,100.0,0.0,0.0,0
88341714w,9,100.0,0.0,0.0,0
calle%20hernan%20cortes%2C%2058%2C,24,100.0,0.0,0.0,0
29639,5,100.0,0.0,0.0,0
5.24225E+13,16,68.75,31.25,45.45454545454545,0
38i2t702,8,100.0,0.0,0.0,0
nanni-prucnal%40fighting-machines.gf,34,100.0,0.0,0.0,0
08447437c,9,100.0,0.0,0.0,0
c/%20reina%20del%20cielo%20136%2C%208-d,27,100.0,0.0,0.0,0
46510,5,100.0,0.0,0.0,0
8.78248E+14,16,68.75,31.25,45.45454545454545,0
09ca93a4i9lar,13,100.0,0.0,0.0,0
973,3,100.0,0.0,0.0,0
merl,4,100.0,0.0,0.0,0
70p89c9cion958,14,100.0,0.0,0.0,0
quintn,6,100.0,0.0,0.0,0
bricat,6,100.0,0.0,0.0,0
drozdek.waechter%40tarifasdevuelos.bj,35,100.0,0.0,0.0,0
03046730n,9,100.0,0.0,0.0,0
ronda%20sant%20antoni%20maria%20claret%20144%2C,35,100.0,0.0,0.0,0
villacastn,10,100.0,0.0,0.0,0
jawad,5,100.0,0.0,0.0,0
92frico,7,100.0,0.0,0.0,0
hans,4,100.0,0.0,0.0,0
pipiolo%20sandrini,16,100.0,0.0,0.0,0
velero%40softwaresaas.ec,22,100.0,0.0,0.0,0
30666350j,9,100.0,0.0,0.0,0
c/%20barriada%20nueva%20andalucia%2C%2079%2C%205%3Ff,36,100.0,0.0,0.0,0
lora,4,100.0,0.0,0.0,0
12965,5,100.0,0.0,0.0,0
anja,4,100.0,0.0,0.0,0
3803,4,100.0,0.0,0.0,0
vivie4,6,100.0,0.0,0.0,0
descarada,9,100.0,0.0,0.0,0
lian,4,100.0,0.0,0.0,0
colosse%40velaconsultores.gob,27,100.0,0.0,0.0,0
85640413m,9,100.0,0.0,0.0,0
c/%20san%20juan%20bautista%2066%2C%201%3Ff,28,100.0,0.0,0.0,0
fuente%20de%20pedro%20naharro,23,100.0,0.0,0.0,0
24410,5,100.0,0.0,0.0,0
1.71005E+15,16,68.75,31.25,45.45454545454545,0
inusitado,9,100.0,0.0,0.0,0
de%20la%20barca%20pitti,17,100.0,0.0,0.0,0
dierking3%40carmensanmartin.kn,28,100.0,0.0,0.0,0
69557398q,9,100.0,0.0,0.0,0
diaz%20camacho%20107%2C%202-a,21,100.0,0.0,0.0,0
9.63656E+15,16,68.75,31.25,45.45454545454545,0
beilul,6,100.0,0.0,0.0,0
trashumacin,11,100.0,0.0,0.0,0
389,3,100.0,0.0,0.0,0
hadel,5,100.0,0.0,0.0,0
hatajo,6,100.0,0.0,0.0,0
yasna,5,100.0,0.0,0.0,0
brivio,6,100.0,0.0,0.0,0
hymen_israeli%40aulahost.vc,25,100.0,0.0,0.0,0
cami%20llorito%2C%2038,16,100.0,0.0,0.0,0
ansa-sobrarbe,13,100.0,0.0,0.0,0
5.96812E+15,16,68.75,31.25,45.45454545454545,0
bordin,6,100.0,0.0,0.0,0
rebalg1r,8,100.0,0.0,0.0,0
jeria%20cifr,10,100.0,0.0,0.0,0
litchterman.steiner6%40myalbum.by,31,100.0,0.0,0.0,0
88426780z,9,100.0,0.0,0.0,0
calle%20costa%20de%20llevant%2C%2052,26,100.0,0.0,0.0,0
murillo%20el%20cuende,17,100.0,0.0,0.0,0
34111,5,100.0,0.0,0.0,0
ligurs,6,100.0,0.0,0.0,0
retos9a1o,9,100.0,0.0,0.0,0
2268,4,100.0,0.0,0.0,0
braham,6,100.0,0.0,0.0,0
wieth%40camiones-hibridos.md,26,100.0,0.0,0.0,0
47355557y,9,100.0,0.0,0.0,0
cami%20can%20rabella%2C%20s/n,21,100.0,0.0,0.0,0
manzano%2C%20el,11,100.0,0.0,0.0,0
5.39376E+15,16,68.75,31.25,45.45454545454545,0
virchick1,9,100.0,0.0,0.0,0
superable,9,100.0,0.0,0.0,0
leonila,7,100.0,0.0,0.0,0
duran%20manero,12,100.0,0.0,0.0,0
paris-loisel%40viavilano.cr,25,100.0,0.0,0.0,0
49511678s,9,100.0,0.0,0.0,0
burgos%2C%20s/n%2C%201f,15,100.0,0.0,0.0,0
boimorto,8,100.0,0.0,0.0,0
8191,5,80.0,20.0,25.0,0
1.95911E+15,16,68.75,31.25,45.45454545454545,0
cycelia,7,100.0,0.0,0.0,0
rosoli,6,100.0,0.0,0.0,0
1166,4,100.0,0.0,0.0,0
swope,5,100.0,0.0,0.0,0
tr%3Fabal,7,100.0,0.0,0.0,0
gutman%40latiendadecolchones.mn,29,100.0,0.0,0.0,0
86626999y,9,100.0,0.0,0.0,0
plaza%20tilos%20s/n,15,100.0,0.0,0.0,0
cubillas%20de%20santa%20marta,23,100.0,0.0,0.0,0
10182,5,100.0,0.0,0.0,0
7.57823E+15,16,68.75,31.25,45.45454545454545,0
raha,4,100.0,0.0,0.0,0
de5pi6ar4za4,12,100.0,0.0,0.0,0
helano,6,100.0,0.0,0.0,0
sagu%20cnstenla,13,100.0,0.0,0.0,0
santaniello_tabernero%40enfuerteventura.com.ni,44,100.0,0.0,0.0,0
20847295a,9,100.0,0.0,0.0,0
plaza%20asociacion%20de%20la%20prensa%20107,33,100.0,0.0,0.0,0
segura%20de%20los%20baos,18,100.0,0.0,0.0,0
14140,5,100.0,0.0,0.0,0
reid5,5,100.0,0.0,0.0,0
chimenea,8,100.0,0.0,0.0,0
544,3,100.0,0.0,0.0,0
jailyn,6,100.0,0.0,0.0,0
irado,5,100.0,0.0,0.0,0
arn%20cantisn,11,100.0,0.0,0.0,0
norring-fujikawa%40autoconstruccion.au,36,100.0,0.0,0.0,0
plza.%20salamanca%2039%2C,19,100.0,0.0,0.0,0
langa%20del%20castillo,18,100.0,0.0,0.0,0
50780,5,100.0,0.0,0.0,0
2.78797E+15,16,68.75,31.25,45.45454545454545,0
jaswal,6,100.0,0.0,0.0,0
d060u2ar,8,100.0,0.0,0.0,0
hania,5,100.0,0.0,0.0,0
limongi%20diguez,14,100.0,0.0,0.0,0
hesseman.dolen%40gaudio.mu,24,100.0,0.0,0.0,0
calle%20vallseca%20123,18,100.0,0.0,0.0,0
pleitas,7,100.0,0.0,0.0,0
5.17668E+15,16,68.75,31.25,45.45454545454545,0
guillory,8,100.0,0.0,0.0,0
arme%21lluela,11,90.9090909090909,9.090909090909093,10.000000000000004,0
5155,4,100.0,0.0,0.0,0
mcculloc,8,100.0,0.0,0.0,0
menju,5,100.0,0.0,0.0,0
iris,4,100.0,0.0,0.0,0
duo_davalos%40designworld.cz,26,100.0,0.0,0.0,0
23251820q,9,100.0,0.0,0.0,0
isla%20de%20cuba%2085%203-b,19,100.0,0.0,0.0,0
coripe,6,100.0,0.0,0.0,0
6927,5,80.0,20.0,25.0,0
zauhar,6,100.0,0.0,0.0,0
semanera,8,100.0,0.0,0.0,0
ezequiel,8,100.0,0.0,0.0,0
langellotti,11,100.0,0.0,0.0,0
schaafsma%40gay-tantra.sj,23,100.0,0.0,0.0,0
calle%20alfaz%20del%20pi%2C%2096%2011%3Fd,27,100.0,0.0,0.0,0
villanueva%20del%20rebollar,23,100.0,0.0,0.0,0
38450,5,100.0,0.0,0.0,0
8.19836E+15,16,68.75,31.25,45.45454545454545,0
grimsley,8,100.0,0.0,0.0,0
luego,5,100.0,0.0,0.0,0
3880,4,100.0,0.0,0.0,0
trampeador,10,100.0,0.0,0.0,0
kovac,5,100.0,0.0,0.0,0
97230292t,9,100.0,0.0,0.0,0
calle%20de%20can%20castellvi%2035%2C%2010-h,31,100.0,0.0,0.0,0
vindel,6,100.0,0.0,0.0,0
28194,5,100.0,0.0,0.0,0
humfrid,7,100.0,0.0,0.0,0
expendedora,11,100.0,0.0,0.0,0
leonelo,7,100.0,0.0,0.0,0
carvajal,8,100.0,0.0,0.0,0
lightner.manor%40rosaserigrafia.as,32,100.0,0.0,0.0,0
83217349z,9,100.0,0.0,0.0,0
castellnovo,11,100.0,0.0,0.0,0
19127,5,100.0,0.0,0.0,0
3.41335E+15,16,68.75,31.25,45.45454545454545,0
ania,4,100.0,0.0,0.0,0
esmilcea,8,100.0,0.0,0.0,0
3040,4,100.0,0.0,0.0,0
huerfanidad,11,100.0,0.0,0.0,0
robertino,9,100.0,0.0,0.0,0
hindman%40primeracasa-ebs.il,26,100.0,0.0,0.0,0
91220241x,9,100.0,0.0,0.0,0
jose%20gomez%20gallito%2C%20107%2C,24,100.0,0.0,0.0,0
alarba,6,100.0,0.0,0.0,0
32252,5,100.0,0.0,0.0,0
5.77313E+14,16,68.75,31.25,45.45454545454545,0
cowart,6,100.0,0.0,0.0,0
inoportunamente,15,100.0,0.0,0.0,0
cibeles,7,100.0,0.0,0.0,0
garrudo%20castellon,17,100.0,0.0,0.0,0
carminati%40granbretana.com.uk,28,100.0,0.0,0.0,0
33273113w,9,100.0,0.0,0.0,0
calle%20pea%2049%2C%209%3Fb,17,100.0,0.0,0.0,0
munbrega,8,100.0,0.0,0.0,0
4.61189E+15,16,68.75,31.25,45.45454545454545,0
merriell,8,100.0,0.0,0.0,0
adapuesto,9,100.0,0.0,0.0,0
3151,4,100.0,0.0,0.0,0
alvean,6,100.0,0.0,0.0,0
9o52cardea7,11,100.0,0.0,0.0,0
benito%40mayoriasilenciosa.mu,27,100.0,0.0,0.0,0
16574331w,9,100.0,0.0,0.0,0
calle%20juan%20de%20sevilla%20102%203c,28,100.0,0.0,0.0,0
cabanabona,10,100.0,0.0,0.0,0
33001,5,100.0,0.0,0.0,0
kouhi,5,100.0,0.0,0.0,0
4az,3,100.0,0.0,0.0,0
roehn.kernke%40eldeseodepecar.ec,30,100.0,0.0,0.0,0
78267819s,9,100.0,0.0,0.0,0
calle%20rendona%2045%2C%205-a,21,100.0,0.0,0.0,0
8.91464E+15,16,68.75,31.25,45.45454545454545,0
fady,4,100.0,0.0,0.0,0
a8o8decer,9,100.0,0.0,0.0,0
2049,4,100.0,0.0,0.0,0
sonoe,5,100.0,0.0,0.0,0
idalio,6,100.0,0.0,0.0,0
hirn,4,100.0,0.0,0.0,0
portal%20tauler,13,100.0,0.0,0.0,0
edlund%40cementoscalibra.yu,25,100.0,0.0,0.0,0
c/%20mirra%2025%2C,12,100.0,0.0,0.0,0
sant%20quirze%20de%20besora,21,100.0,0.0,0.0,0
27784,5,100.0,0.0,0.0,0
8.6489E+15,16,62.5,37.5,60.0,0
meier,5,100.0,0.0,0.0,0
c6nte9osa,9,100.0,0.0,0.0,0
nimia,5,100.0,0.0,0.0,0
buisn%20andres,12,100.0,0.0,0.0,0
oliveira_aptekman%40engibraltar.va,32,100.0,0.0,0.0,0
inocencia%20alayon%2C%20s/n%204-f,25,100.0,0.0,0.0,0
san%20bartolom%20de%20la%20torre,24,100.0,0.0,0.0,0
12510,5,100.0,0.0,0.0,0
3.22773E+15,16,68.75,31.25,45.45454545454545,0
nadav6,6,100.0,0.0,0.0,0
pent0et3o,9,100.0,0.0,0.0,0
3244,4,100.0,0.0,0.0,0
keer,4,100.0,0.0,0.0,0
gala,4,100.0,0.0,0.0,0
amarili,7,100.0,0.0,0.0,0
waggenheim%40rubirubi.info,24,100.0,0.0,0.0,0
55265136t,9,100.0,0.0,0.0,0
c/%20general%20merry%20del%20val%2C%20s/n,29,100.0,0.0,0.0,0
45674,5,100.0,0.0,0.0,0
2.99688E+15,16,68.75,31.25,45.45454545454545,0
wa77en,6,100.0,0.0,0.0,0
torrent%20de%20can%20caralleu%2048%2C%2012-g,32,100.0,0.0,0.0,0
telde,5,100.0,0.0,0.0,0
50513,5,100.0,0.0,0.0,0
7.74567E+15,16,68.75,31.25,45.45454545454545,0
brain,5,100.0,0.0,0.0,0
c7ada98o,8,100.0,0.0,0.0,0
7242,4,100.0,0.0,0.0,0
kalpak,6,100.0,0.0,0.0,0
tolera9lemen8e,14,100.0,0.0,0.0,0
sixto,5,100.0,0.0,0.0,0
peredo%20huecas,13,100.0,0.0,0.0,0
byron%40vinavilano.gl,19,100.0,0.0,0.0,0
21468433a,9,100.0,0.0,0.0,0
toril%2C%20171%205h,13,100.0,0.0,0.0,0
45790,5,100.0,0.0,0.0,0
5.03614E+15,16,68.75,31.25,45.45454545454545,0
edlene,6,100.0,0.0,0.0,0
descote,7,100.0,0.0,0.0,0
albiol,6,100.0,0.0,0.0,0
blankenship%40likeanangel.tc,26,100.0,0.0,0.0,0
14554532v,9,100.0,0.0,0.0,0
calle%20jose%20espejo%2C%20130%2C%2012%3Fa,28,100.0,0.0,0.0,0
42148,5,100.0,0.0,0.0,0
muth,4,100.0,0.0,0.0,0
tom159,6,100.0,0.0,0.0,0
3046,4,100.0,0.0,0.0,0
neufeld,7,100.0,0.0,0.0,0
ru5runears2,11,100.0,0.0,0.0,0
leobaldo,8,100.0,0.0,0.0,0
benson-rabasa%40mareventsprotocolosocial.ad,41,100.0,0.0,0.0,0
53087910t,9,100.0,0.0,0.0,0
zafiro%2C%20s/n%204%3Fb,15,100.0,0.0,0.0,0
urdiales%20del%20pramo,18,100.0,0.0,0.0,0
50174,5,100.0,0.0,0.0,0
wei-tsig8,9,100.0,0.0,0.0,0
oti%20sineiro,11,100.0,0.0,0.0,0
sabu%40aridossanchez.lt,21,100.0,0.0,0.0,0
avinguda%20pinyana%2C%207%202-h,23,100.0,0.0,0.0,0
avellanosa%20de%20mu,16,100.0,0.0,0.0,0
6196,5,80.0,20.0,25.0,0
4.78072E+15,16,68.75,31.25,45.45454545454545,0
teddie,6,100.0,0.0,0.0,0
abellot%2Aada,11,100.0,0.0,0.0,0
new,3,100.0,0.0,0.0,0
583opi4,7,100.0,0.0,0.0,0
donaldo,7,100.0,0.0,0.0,0
castell%20sargatal,16,100.0,0.0,0.0,0
radir%40diagnosticoradiologico.mil,32,100.0,0.0,0.0,0
58222899d,9,100.0,0.0,0.0,0
camino%20hoya%20mondongo%2C%20124,25,100.0,0.0,0.0,0
galende,7,100.0,0.0,0.0,0
1267,5,80.0,20.0,25.0,0
3.89278E+15,16,68.75,31.25,45.45454545454545,0
vacher,6,100.0,0.0,0.0,0
coxcojita,9,100.0,0.0,0.0,0
quiliano,8,100.0,0.0,0.0,0
77232447b,9,100.0,0.0,0.0,0
pombal%20114%203%3Fd,14,100.0,0.0,0.0,0
puerto%20de%20bjar,14,100.0,0.0,0.0,0
5.39904E+15,16,68.75,31.25,45.45454545454545,0
ramesh,6,100.0,0.0,0.0,0
cane5o,6,100.0,0.0,0.0,0
8516,4,100.0,0.0,0.0,0
haroun,6,100.0,0.0,0.0,0
lluv8os4,8,100.0,0.0,0.0,0
einar,5,100.0,0.0,0.0,0
vano%20branchadell,16,100.0,0.0,0.0,0
02650843r,9,100.0,0.0,0.0,0
c/%20la%20hoz%2C%2017,13,100.0,0.0,0.0,0
pia%20de%20campos,13,100.0,0.0,0.0,0
3.55661E+15,16,68.75,31.25,45.45454545454545,0
sandie,6,100.0,0.0,0.0,0
en8relan3amien0o,16,100.0,0.0,0.0,0
osteicoechea%20uslet,18,100.0,0.0,0.0,0
pavlow%40permutatucasa.fm,23,100.0,0.0,0.0,0
60537126e,9,100.0,0.0,0.0,0
luis%20de%20gongora%2C%20189,20,100.0,0.0,0.0,0
9.43883E+15,16,68.75,31.25,45.45454545454545,0
mariana,7,100.0,0.0,0.0,0
emblanquimiento,15,100.0,0.0,0.0,0
1789,4,100.0,0.0,0.0,0
sari7,5,100.0,0.0,0.0,0
4m4or6711a662,13,100.0,0.0,0.0,0
corico,6,100.0,0.0,0.0,0
sebastian_ferdi%40tintaultravioleta.mv,36,100.0,0.0,0.0,0
95549133a,9,100.0,0.0,0.0,0
sayago%2C%20156%2C,12,100.0,0.0,0.0,0
baos%20de%20molgas,14,100.0,0.0,0.0,0
28760,5,100.0,0.0,0.0,0
hocutt,6,100.0,0.0,0.0,0
monte9a,7,100.0,0.0,0.0,0
sibila,6,100.0,0.0,0.0,0
garcez%20iturriria,16,100.0,0.0,0.0,0
neugebauer%40buscamoto.gw,23,100.0,0.0,0.0,0
37246742j,9,100.0,0.0,0.0,0
galeno%20106%2C%209%3Fc,15,100.0,0.0,0.0,0
ciadoncha,9,100.0,0.0,0.0,0
17744,5,100.0,0.0,0.0,0
8.44434E+15,16,68.75,31.25,45.45454545454545,0
tiefenth,8,100.0,0.0,0.0,0
i77ovar,7,100.0,0.0,0.0,0
8436,4,100.0,0.0,0.0,0
rini,4,100.0,0.0,0.0,0
inobediecia,11,100.0,0.0,0.0,0
donaciano,9,100.0,0.0,0.0,0
matienzo%20gallifa,16,100.0,0.0,0.0,0
69082096d,9,100.0,0.0,0.0,0
c/%20guillen%20santacilla%2094,24,100.0,0.0,0.0,0
estepa,6,100.0,0.0,0.0,0
40151,5,100.0,0.0,0.0,0
harmonie,8,100.0,0.0,0.0,0
6r5int3805,10,100.0,0.0,0.0,0
parmenia,8,100.0,0.0,0.0,0
ikediek%20torrades,16,100.0,0.0,0.0,0
tarp%40redstarz.asia,18,100.0,0.0,0.0,0
don%20juan%20126,12,100.0,0.0,0.0,0
oso%2C%20el,7,100.0,0.0,0.0,0
17403,5,100.0,0.0,0.0,0
3.786E+15,16,56.25,43.75,77.77777777777779,0
3andador4,9,100.0,0.0,0.0,0
1112,4,100.0,0.0,0.0,0
brion6,6,100.0,0.0,0.0,0
demos3rativa,12,100.0,0.0,0.0,0
gavald,6,100.0,0.0,0.0,0
selk%40inversioneolica.ee,23,100.0,0.0,0.0,0
45854746z,9,100.0,0.0,0.0,0
c/%20cal%20correu%2C%200%2C,17,100.0,0.0,0.0,0
cbdar,5,100.0,0.0,0.0,0
8030,5,80.0,20.0,25.0,0
cal,3,100.0,0.0,0.0,0
acrianzada,10,100.0,0.0,0.0,0
mairozio,8,100.0,0.0,0.0,0
victor%20juan,11,100.0,0.0,0.0,0
ballasko%40quehaces.mr,20,100.0,0.0,0.0,0
78258633y,9,100.0,0.0,0.0,0
calle%20sierra%20del%20quintanar%2C%20199%209-b,35,100.0,0.0,0.0,0
gaianes,7,100.0,0.0,0.0,0
2.93063E+15,16,68.75,31.25,45.45454545454545,0
ex074ico,8,100.0,0.0,0.0,0
1230,4,100.0,0.0,0.0,0
iorgo,5,100.0,0.0,0.0,0
c0l0o4a,7,100.0,0.0,0.0,0
bentez%20monill,13,100.0,0.0,0.0,0
mouchet%40007tv.fj,16,100.0,0.0,0.0,0
50159319e,9,100.0,0.0,0.0,0
antonio%20toledano%2C%2078%2C%2010%3Fh,26,100.0,0.0,0.0,0
roelos%20de%20sayago,16,100.0,0.0,0.0,0
49167,5,100.0,0.0,0.0,0
uriah,5,100.0,0.0,0.0,0
cabildeo,8,100.0,0.0,0.0,0
maestre%20camprubi,16,100.0,0.0,0.0,0
eckstine%40blueeyes.eu,20,100.0,0.0,0.0,0
46942381w,9,100.0,0.0,0.0,0
guadalajara%2C%20101%204-e,20,100.0,0.0,0.0,0
venialbo,8,100.0,0.0,0.0,0
17861,5,100.0,0.0,0.0,0
6.91307E+15,16,68.75,31.25,45.45454545454545,0
beland,6,100.0,0.0,0.0,0
gravoso,7,100.0,0.0,0.0,0
7192,4,100.0,0.0,0.0,0
ryszard,7,100.0,0.0,0.0,0
e1bud8,6,100.0,0.0,0.0,0
alarico,7,100.0,0.0,0.0,0
nrez%20muriscot,13,100.0,0.0,0.0,0
gude1%40messadivoce.ai,20,100.0,0.0,0.0,0
logroo%2C%2098%2C%205-d,15,100.0,0.0,0.0,0
sant%20lloren%20savall,18,100.0,0.0,0.0,0
9228,5,80.0,20.0,25.0,0
9.58999E+15,16,68.75,31.25,45.45454545454545,0
harty,5,100.0,0.0,0.0,0
torns,5,100.0,0.0,0.0,0
llobet,6,100.0,0.0,0.0,0
confirm%282%29%3E/,12,75.0,25.0,33.33333333333333,1
brace4%40velazquezlarraaga.kz,27,100.0,0.0,0.0,0
19783837l,9,100.0,0.0,0.0,0
alcalde%20lopez%20rancao%2C%20194%2C%203-e,30,100.0,0.0,0.0,0
vilafams,8,100.0,0.0,0.0,0
9270,5,80.0,20.0,25.0,0
1.4996E+15,16,62.5,37.5,60.0,0
mundy,5,100.0,0.0,0.0,0
alatn,5,100.0,0.0,0.0,0
5642,4,100.0,0.0,0.0,0
chan%2Bquete,10,100.0,0.0,0.0,0
jernima,7,100.0,0.0,0.0,0
zuiga%20urbina,12,100.0,0.0,0.0,0
grandinetti%40mariposasentudia.mm,31,100.0,0.0,0.0,0
69653229y,9,100.0,0.0,0.0,0
cruz%20de%20caravaca%2C%20177,21,100.0,0.0,0.0,0
daimiel,7,100.0,0.0,0.0,0
14970,5,100.0,0.0,0.0,0
4.15946E+15,16,68.75,31.25,45.45454545454545,0
valcourt,8,100.0,0.0,0.0,0
encuar,6,100.0,0.0,0.0,0
dels,4,100.0,0.0,0.0,0
brau%20ganfornina,15,100.0,0.0,0.0,0
angele6%40juegossonic.com.eh,26,100.0,0.0,0.0,0
64721683m,9,100.0,0.0,0.0,0
c/%20francisco%20grande%20cobian%2090%204-e,33,100.0,0.0,0.0,0
uju,3,100.0,0.0,0.0,0
41570,5,100.0,0.0,0.0,0
5.06802E+15,16,68.75,31.25,45.45454545454545,0
loudiadi,8,100.0,0.0,0.0,0
in85ecuacin,11,100.0,0.0,0.0,0
1304,4,100.0,0.0,0.0,0
athony,6,100.0,0.0,0.0,0
irresolucin,11,100.0,0.0,0.0,0
nemesio,7,100.0,0.0,0.0,0
bedmar,6,100.0,0.0,0.0,0
veronese%40prestigecars.tv,24,100.0,0.0,0.0,0
99020664y,9,100.0,0.0,0.0,0
calle%20doctor%20jose%20manuel%20pascual%20y%20pascual%20146%2C%204%3Fc,51,100.0,0.0,0.0,0
torrecilla%20del%20monte,20,100.0,0.0,0.0,0
29620,5,100.0,0.0,0.0,0
9.36496E+14,16,68.75,31.25,45.45454545454545,0
or5i6or6i686,12,100.0,0.0,0.0,0
llull%20valls,11,100.0,0.0,0.0,0
ordezanka%40arroyo-molinos.dj,27,100.0,0.0,0.0,0
calle%20oxigeno%20197,17,100.0,0.0,0.0,0
costur,6,100.0,0.0,0.0,0
49495,5,100.0,0.0,0.0,0
7.48225E+15,16,68.75,31.25,45.45454545454545,0
witney,6,100.0,0.0,0.0,0
malandrn,8,100.0,0.0,0.0,0
546,3,100.0,0.0,0.0,0
kipnis,6,100.0,0.0,0.0,0
fantaseadora,12,100.0,0.0,0.0,0
aitor,5,100.0,0.0,0.0,0
scanlon%40theroxyblue.ng,22,100.0,0.0,0.0,0
28045405x,9,100.0,0.0,0.0,0
alcalde%20gregorio%20espino%20165,27,100.0,0.0,0.0,0
pozanco,7,100.0,0.0,0.0,0
18212,5,100.0,0.0,0.0,0
3.59695E+15,16,68.75,31.25,45.45454545454545,0
dud,3,100.0,0.0,0.0,0
rayadillo,9,100.0,0.0,0.0,0
henriquez%20femenias,18,100.0,0.0,0.0,0
seymour%40evelin.gn,17,100.0,0.0,0.0,0
81587737k,9,100.0,0.0,0.0,0
c/%20fray%20diego%20de%20cadiz%2C%2050,26,100.0,0.0,0.0,0
mombuey,7,100.0,0.0,0.0,0
3.30212E+15,16,68.75,31.25,45.45454545454545,0
kiyohara,8,100.0,0.0,0.0,0
47761an0i59r,12,100.0,0.0,0.0,0
576,3,100.0,0.0,0.0,0
downs,5,100.0,0.0,0.0,0
tapinga,7,100.0,0.0,0.0,0
jemima,6,100.0,0.0,0.0,0
sunyer%20lleix,12,100.0,0.0,0.0,0
abadia%40comercioenlacalle.er,27,100.0,0.0,0.0,0
87348482w,9,100.0,0.0,0.0,0
c/%20carranque%2C%20113%205%3Fa,21,100.0,0.0,0.0,0
45240,5,100.0,0.0,0.0,0
8.49097E+15,16,68.75,31.25,45.45454545454545,0
kobeski,7,100.0,0.0,0.0,0
prueba,6,100.0,0.0,0.0,0
vivencio,8,100.0,0.0,0.0,0
goyenaga,8,100.0,0.0,0.0,0
lenya%40fbi-criminal-network.com.mil,34,100.0,0.0,0.0,0
hermanos%20barral%2061,18,100.0,0.0,0.0,0
cantaracillo,12,100.0,0.0,0.0,0
40190,5,100.0,0.0,0.0,0
5.07682E+15,16,68.75,31.25,45.45454545454545,0
sosa,4,100.0,0.0,0.0,0
fraccionario,12,100.0,0.0,0.0,0
9253,4,100.0,0.0,0.0,0
trung,5,100.0,0.0,0.0,0
fragmentar,10,100.0,0.0,0.0,0
quiyen,6,100.0,0.0,0.0,0
ricci%40redhost.is,16,100.0,0.0,0.0,0
89821319v,9,100.0,0.0,0.0,0
pl.%20herrera%20de%20los%20navarros%2068%2012-h,35,100.0,0.0,0.0,0
palacios%20del%20arzobispo,22,100.0,0.0,0.0,0
8.32244E+15,16,68.75,31.25,45.45454545454545,0
chung,5,100.0,0.0,0.0,0
reele.cto,9,100.0,0.0,0.0,0
roussel%40santacruzdelvoto.ws,27,100.0,0.0,0.0,0
96269598q,9,100.0,0.0,0.0,0
calle%20bernat%20de%20santa%20eugenia%2090,32,100.0,0.0,0.0,0
sariego,7,100.0,0.0,0.0,0
7.6267E+15,16,62.5,37.5,60.0,0
onofredo,8,100.0,0.0,0.0,0
domeable,8,100.0,0.0,0.0,0
2864,4,100.0,0.0,0.0,0
babar4,6,100.0,0.0,0.0,0
cornisamen%21to,13,92.3076923076923,7.692307692307693,8.333333333333334,0
miller_fiore9%40olvidalo.sy,25,100.0,0.0,0.0,0
17652259n,9,100.0,0.0,0.0,0
calle%20segismundo%20moret%2093%201%3Fa,29,100.0,0.0,0.0,0
50297,5,100.0,0.0,0.0,0
